snapshot_time_utc,currency,instrument_name,option_type,strike,expiry_utc,dte_days,index_price,underlying_price,mark_price,mark_price_usd,mark_iv,bid_iv,ask_iv,best_bid_price,best_ask_price,best_bid_amount,best_ask_amount,last_price,open_interest,volume_24h,delta,gamma,vega,theta,rho,contract_size,tick_size
2026-06-21T13:14:10.806003+00:00,BTC,BTC-26JUN26-86000-P,put,86000.0,2026-06-26T08:00:00+00:00,4.7818,64069.15,64049.69,0.34272213,21951.2462,78.37,,,0.337,0.349,,,0.3655,29.9,0.0,,,,,,1.0,0.0001
2026-06-21T13:14:10.806003+00:00,BTC,BTC-31JUL26-61000-C,call,61000.0,2026-07-31T08:00:00+00:00,39.7818,64069.15,64244.2,0.0805563,5175.275,40.08,,,0.0785,0.0825,,,0.0685,77.4,0.0,,,,,,1.0,0.0001
2026-06-21T13:14:10.806003+00:00,BTC,BTC-25SEP26-320000-C,call,320000.0,2026-09-25T08:00:00+00:00,95.7818,64069.15,64692.92,2.994e-05,1.9369,85.42,,,,0.0001,,,0.0001,251.6,0.0,,,,,,1.0,0.0001
2026-06-21T13:14:10.806003+00:00,BTC,BTC-25DEC26-45000-C,call,45000.0,2026-12-25T08:00:00+00:00,186.7818,64069.15,65359.55,0.33564293,21937.4709,51.19,,,0.3335,0.338,,,0.364,49.2,0.0,,,,,,1.0,0.0001
2026-06-21T13:14:10.806003+00:00,BTC,BTC-26JUN26-360000-C,call,360000.0,2026-06-26T08:00:00+00:00,4.7818,64069.15,64049.69,0.0,0.0,125.23,,,,0.0001,,,0.0001,174.2,0.0,,,,,,1.0,0.0001
2026-06-21T13:14:10.806003+00:00,BTC,BTC-26JUN26-74000-C,call,74000.0,2026-06-26T08:00:00+00:00,4.7818,64069.15,64049.52,0.00014425,9.2391,51.34,,,0.0001,0.0002,,,0.0002,1860.7,0.0,,,,,,1.0,0.0001
2026-06-21T13:14:10.806003+00:00,BTC,BTC-25DEC26-68000-P,put,68000.0,2026-12-25T08:00:00+00:00,186.7818,64069.15,65359.55,0.14233784,9303.1372,41.74,,,0.14,0.1445,,,0.1277,301.0,0.0,,,,,,1.0,0.0001
2026-06-21T13:14:10.806003+00:00,BTC,BTC-31JUL26-87000-C,call,87000.0,2026-07-31T08:00:00+00:00,39.7818,64069.15,64245.02,0.00073633,47.3055,41.4,,,0.0006,0.0009,,,0.0007,273.3,0.8,,,,,,1.0,0.0001
2026-06-21T13:14:10.806003+00:00,BTC,BTC-26MAR27-98000-P,put,98000.0,2027-03-26T08:00:00+00:00,277.7818,64069.15,66061.49,0.51637642,34112.5957,42.5,,,0.4535,0.5965,,,0.2955,0.2,0.0,,,,,,1.0,0.0001
2026-06-21T13:14:10.806003+00:00,BTC,BTC-25DEC26-115000-P,put,115000.0,2026-12-25T08:00:00+00:00,186.7818,64069.15,65359.55,0.76550326,50032.9486,44.04,,,0.702,0.8415,,,0.777,0.6,0.0,,,,,,1.0,0.0001
2026-06-21T13:14:10.806003+00:00,BTC,BTC-28AUG26-100000-P,put,100000.0,2026-08-28T08:00:00+00:00,67.7818,64069.15,64432.85,0.55273671,35614.4015,43.42,,,0.5,0.612,,,0.405,0.1,0.0,,,,,,1.0,0.0001
2026-06-21T13:14:10.806003+00:00,BTC,BTC-3JUL26-72000-C,call,72000.0,2026-07-03T08:00:00+00:00,11.7818,64069.15,64097.62,0.00076172,48.8244,34.41,,,0.0007,0.0008,,,0.0009,197.0,9.0,,,,,,1.0,0.0001
2026-06-21T13:14:10.806003+00:00,BTC,BTC-31JUL26-94000-C,call,94000.0,2026-07-31T08:00:00+00:00,39.7818,64069.15,64244.2,0.00043004,27.6276,46.95,,,0.0003,0.0006,,,0.0004,843.3,0.0,,,,,,1.0,0.0001
