snapshot_time_utc,currency,instrument_name,option_type,strike,expiry_utc,dte_days,index_price,underlying_price,mark_price,mark_price_usd,mark_iv,bid_iv,ask_iv,best_bid_price,best_ask_price,best_bid_amount,best_ask_amount,last_price,open_interest,volume_24h,delta,gamma,vega,theta,rho,contract_size,tick_size
2026-06-21T13:21:25.867308+00:00,BTC,BTC-22JUN26-67000-C,call,67000.0,2026-06-22T08:00:00+00:00,0.7768,64098.54,64097.58,0.0002,12.8195,47.46,0.0,48.31,0.0,0.0002,0.0,28.5,0.0001,21.7,17.8,0.0221,4e-05,1.55777,-11.29891,0.02989,1.0,0.0001
2026-06-21T13:21:25.867308+00:00,BTC,BTC-22JUN26-67000-P,put,67000.0,2026-06-22T08:00:00+00:00,0.7768,64098.54,64097.58,0.0456,2922.8496,47.46,0.0,255.29,0.024,0.074,7.9,7.9,0.102,0.0,0.0,-0.9779,4e-05,1.55777,-36.96914,-1.39526,1.0,0.0001
2026-06-21T13:21:25.867308+00:00,BTC,BTC-22JUN26-68000-C,call,68000.0,2026-06-22T08:00:00+00:00,0.7768,64098.54,64097.58,0.0,0.0,47.76,0.0,55.94,0.0,0.0001,0.0,8.5,0.0001,105.7,2.0,0.00377,1e-05,0.33226,-1.60496,0.00511,1.0,0.0001
2026-06-21T13:21:25.867308+00:00,BTC,BTC-22JUN26-68000-P,put,68000.0,2026-06-22T08:00:00+00:00,0.7768,64098.54,64097.58,0.061,3909.9524,47.76,0.0,136.97,0.043,0.067,7.8,0.2,0.078,0.1,0.0,-0.99623,1e-05,0.33226,-7.93498,-1.44132,1.0,0.0001
2026-06-21T13:21:25.867308+00:00,BTC,BTC-22JUN26-69000-C,call,69000.0,2026-06-22T08:00:00+00:00,0.7768,64098.54,64097.59,0.0,0.0,47.76,0.0,67.77,0.0,0.0001,0.0,20.1,0.0001,2.8,1.5,0.00043,0.0,0.04541,-0.15379,0.00058,1.0,0.0001
2026-06-21T13:21:25.867308+00:00,BTC,BTC-22JUN26-69000-P,put,69000.0,2026-06-22T08:00:00+00:00,0.7768,64098.54,64097.59,0.0766,4909.8754,47.76,0.0,288.29,0.072,0.1015,7.7,7.7,,0.0,0.0,-0.99957,0.0,0.04541,-1.08445,-1.46711,1.0,0.0001
2026-06-21T13:21:25.867308+00:00,BTC,BTC-22JUN26-70000-C,call,70000.0,2026-06-22T08:00:00+00:00,0.7768,64098.54,64097.59,0.0,0.0,48.04,0.0,79.17,0.0,0.0001,0.0,20.1,0.0001,54.7,0.5,4e-05,0.0,0.00456,-0.01156,5e-05,1.0,0.0001
2026-06-21T13:21:25.867308+00:00,BTC,BTC-22JUN26-70000-P,put,70000.0,2026-06-22T08:00:00+00:00,0.7768,64098.54,64097.59,0.0922,5909.7978,48.04,0.0,391.26,0.0875,0.13,7.6,7.6,,0.0,0.0,-0.99996,0.0,0.00456,-0.10942,-1.48892,1.0,0.0001
2026-06-21T13:21:25.867308+00:00,BTC,BTC-22JUN26-71000-C,call,71000.0,2026-06-22T08:00:00+00:00,0.7768,64098.54,64097.59,0.0,0.0,53.59,0.0,90.23,0.0,0.0001,0.0,20.2,,0.0,0.0,2e-05,0.0,0.00238,-0.00629,3e-05,1.0,0.0001
2026-06-21T13:21:25.867308+00:00,BTC,BTC-22JUN26-71000-P,put,71000.0,2026-06-22T08:00:00+00:00,0.7768,64098.54,64097.59,0.1078,6909.7202,53.59,0.0,260.16,0.0915,0.1215,0.2,0.2,,0.0,0.0,-0.99998,0.0,0.00238,-0.06367,-1.51021,1.0,0.0001
2026-06-21T13:21:25.867308+00:00,BTC,BTC-22JUN26-72000-C,call,72000.0,2026-06-22T08:00:00+00:00,0.7768,64098.54,64097.59,0.0,0.0,59.25,0.0,100.98,0.0,0.0001,0.0,26.1,0.0002,0.2,0.0,1e-05,0.0,0.00147,-0.00409,2e-05,1.0,0.0001
